2741.52605348;2203.27272681
2736.61709988;2183.76121971
2733.40842378;2165.41655531
2729.33055218;2148.2162668
2725.87321658;2140.3981725
2719.33607028;2130.28692421
2710.95021108;2118.9755595
2698.47747068;2100.84779641
2682.32779768;2077.30135301
2670.91291808;2059.2526696
2662.21839968;2053.6502026
2638.76331758;2034.1723205
2620.41750158;2020.5873535
2609.62701468;2013.76308381
2598.45271598;2001.36904931
2590.73197198;1994.74090511
2578.62921448;1983.66567301
2561.20427738;1967.45734581
2554.88208388;1959.2345952
2494.26965938;1870.86650891
2461.35252388;1836.5126526
2432.92452578;1806.2609649
2417.77734388;1791.1067314
2411.69406748;1780.09178461
2404.93753138;1767.04991
2399.98312778;1747.3319438
2397.54106308;1734.74316481
2395.86386248;1725.51027361
2398.77282488;1716.0437888
2401.75750668;1703.1770748
2403.37910918;1697.3568681
2411.54915148;1689.29279361
2421.80691558;1678.4984649
2428.24748928;1671.98581401
2435.04121708;1666.7881098
2448.54316488;1662.47313051
2475.75389648;1654.9816956
2486.37048558;1654.92305901
2533.74814738;1661.9896396
2563.89936928;1665.75078981
2591.42540228;1667.32579511
2621.20676628;1667.6706599
2635.17042668;1665.7230787
2672.06094778;1655.15810631
2714.84260358;1631.60964121
2746.71643348;1612.62464261
2794.59197448;1554.7593877
2815.83382848;1519.97623251
2842.67741068;1476.1533987
2876.14560028;1422.13463911
2912.66316078;1362.6669429
2946.26900028;1308.6780063
3000.69995128;1222.4650304
3023.02847028;1158.62761581
3026.30232648;1140.34146631
3034.73247788;1067.97671181
3040.64624038;1021.4142527
3044.55056948;987.503864105
3048.38846998;949.071267705
3051.87152238;936.025074305
3065.58593628;905.188619305
3080.46771728;866.568857904
3095.41454268;847.781069105
3117.45403748;827.647505106
3146.00038398;806.424047505
3177.68675648;782.836672404
3210.59036248;763.946294805
3241.37087078;745.924718506
3284.15832588;716.301942605
3298.55755948;705.076719804
3316.85162398;685.327295105
3330.39174478;669.878507104
3337.13216128;660.822976506
3353.97041998;628.763831404
3369.72670138;596.947339705
3383.45274378;567.494186204
3393.72114688;542.056773204
3405.31401738;513.638261005
3413.41665308;494.128039705
3420.97406628;473.624884605
3423.77908158;456.787174905
3425.62741988;433.537555804
3427.24140578;421.337803605
3424.63576708;408.540561505
3417.96693828;376.065174005
3414.28711008;358.536487105
3411.32822488;344.048628105
3408.57432338;328.270479304
3396.00709098;298.526393506
3383.25530338;268.648243405
3374.72282228;247.529767504
3370.52825068;232.374548505
3359.07209348;196.247728305
3359.08321968;184.566863506
3360.41425258;155.522592505
3362.21960778;131.928208305
3366.10010288;112.241399005
3370.25331918;97.8762869048
3374.90775648;78.8068556045
3378.99042908;68.6118751052
3386.02550598;56.1954085049
3397.45583288;36.8786450061
3407.24539138;22.3085827041
3475.34251858;-53.4322089948
3514.71951488;-96.6595815946
3576.36803168;-163.591313495
3617.95883888;-208.560718695
3657.66275738;-252.420010295
3708.87354858;-308.047983895
3726.21765918;-327.289345096
3765.82408938;-370.177279796
3803.80722438;-412.211029796
3832.14486928;-434.633046596
3867.14021678;-460.063401895


